RXNORM_id	name	moa	parents	pe
71534	triprolidine hydrochloride	Histamine H1 Receptor Antagonists	T [Preparations]	Decreased Histamine Activity
46307	amlexanox	Unknown Cellular or Molecular Interaction	A [Preparations]	Decreased Immunologically Active Molecule Activity
42316	tacrolimus	Enzyme Inhibitors|Calcineurin Inhibitors	T [Preparations]	Cellular Growth Phase Arrest|Decreased Cytokine Production|Decreased T Lymphocyte Production
25126	fluocinolone	Lipoxygenase Inhibitors	F [Preparations]	Vasoconstriction|Decreased Immunologically Active Molecule Activity|Decreased Protein Synthesis
10849	triprolidine	Histamine H1 Receptor Antagonists	T [Preparations]	Decreased Histamine Activity
11423	zinc oxide	Physiochemical Activity	Z [Preparations]	Sunscreening Activity
2591476	abrocitinib	P-Glycoprotein Inhibitors|Janus Kinase Inhibitors	A [Preparations]|Janus Kinase Inhibitor	
2589374	tralokinumab-ldrm	Interleukin-13 Antagonists	T [Preparations]	
1865953	crisaborole	Phosphodiesterase 4 Inhibitors	Phosphodiesterase 4 Inhibitor|C [Preparations]	Unknown Physiological Effect
644101	idursulfase		Hydrolytic Lysosomal Glycosaminoglycan-specific Enzyme|I [Preparations]	Glycosaminoglycan Metabolism Increase|Increased Lysosomal Function
82055	neostigmine bromide	Cholinesterase Inhibitors	N [Preparations]	Pupillary Constriction|Increased Acetylcholine Activity|Increased GI Smooth Muscle Tone|Increased Striated Muscle Contraction|Salivation Stimulation
47088	bethanechol chloride	Cholinergic Muscarinic Agonists	B [Preparations]	Increased Bladder Contractility|Increased GI Smooth Muscle Tone|Stimulation Gastric Mucous Secretion|Stimulation Pancreatic Fluid/Electrolyte Secretion|Stimulation Pancreatic Enzymatic Secretion
19257	bethanechol	Cholinergic Muscarinic Agonists	Cholinergic Muscarinic Agonist|B [Preparations]	Increased Bladder Contractility|Increased GI Smooth Muscle Tone|Stimulation Gastric Mucous Secretion|Stimulation Pancreatic Enzymatic Secretion|Stimulation Pancreatic Fluid/Electrolyte Secretion
28981	loracarbef	Transpeptidase Inhibitors	L [Preparations]	Decreased Cell Wall Synthesis & Repair
7315	neostigmine	Cholinesterase Inhibitors	Cholinesterase Inhibitor|N [Preparations]	Pupillary Constriction|Increased Acetylcholine Activity|Increased GI Smooth Muscle Tone|Increased Striated Muscle Contraction|Salivation Stimulation
7316	neostigmine methylsulfate	Cholinesterase Inhibitors	N [Preparations]	Pupillary Constriction|Increased Acetylcholine Activity|Increased GI Smooth Muscle Tone|Increased Striated Muscle Contraction|Salivation Stimulation
392509	laronidase		Hydrolytic Lysosomal Glycosaminoglycan-specific Enzyme|L [Preparations]	Glycosaminoglycan Metabolism Increase|Increased Lysosomal Function
863035	bepotastine	Histamine H1 Receptor Antagonists	Histamine-1 Receptor Antagonist|B [Preparations]	Decreased Histamine Activity
1000082	alcaftadine	Histamine H1 Receptor Antagonists	Histamine-1 Receptor Antagonist|A [Preparations]	Antipruritic Activity
658552	bepotastine besilate	Histamine H1 Receptor Antagonists	B [Preparations]	Decreased Histamine Activity
236599	olopatadine hydrochloride	Histamine H1 Receptor Antagonists	O [Preparations]	Decreased Histamine Activity
259318	pemirolast potassium	Calcium Channel Antagonists	P [Preparations]	Decreased Histamine Release|Decreased Cellular Locomotion|Decreased Exocytosis|Decreased Histamine Activity|Decreased Histamine Production|Increased Histamine Degradation|Decreased Cellular Migration
236961	epinastine hydrochloride	Adrenergic alpha-Agonists|Histamine H1 Receptor Antagonists	E [Preparations]	Decreased Histamine Activity
266663	nedocromil sodium	Biological Response Modifiers	N [Preparations]	Decreased Histamine Release
221094	emedastine difumarate	Histamine H1 Receptor Antagonists	E [Preparations]	Decreased Histamine Activity
1294532	levocabastine hydrochloride	Histamine H1 Receptor Antagonists	L [Preparations]	Decreased Histamine Activity
135391	olopatadine	Histamine H1 Receptor Antagonists	Histamine-1 Receptor Antagonist|Mast Cell Stabilizer|Histamine-1 Receptor Inhibitor|O [Preparations]	Decreased Histamine Release|Decreased Histamine Activity
81954	antazoline hydrochloride	Histamine H1 Receptor Antagonists	A [Preparations]	Decreased Histamine Activity
39684	epinastine	Adrenergic Agonists|Adrenergic alpha-Agonists|Histamine H1 Receptor Antagonists	Adrenergic Receptor Agonist|Histamine-1 Receptor Inhibitor|E [Preparations]	Decreased Histamine Release|Decreased Histamine Activity
19551	pemirolast	Calcium Channel Antagonists	P [Preparations]	Decreased Histamine Release|Decreased Cellular Locomotion|Decreased Exocytosis|Decreased Histamine Production|Decreased Histamine Activity|Increased Histamine Degradation|Decreased Cellular Migration
866	antazoline phosphate	Histamine H1 Receptor Antagonists	A [Preparations]	Decreased Histamine Activity
865	antazoline	Histamine H1 Receptor Antagonists	A [Preparations]	Decreased Histamine Activity
28144	emedastine	Histamine H1 Receptor Antagonists	E [Preparations]	Decreased Histamine Activity
28200	ketorolac tromethamine	Cyclooxygenase Inhibitors	K [Preparations]	Decreased Prostaglandin Production
28627	levocabastine	Histamine H1 Receptor Antagonists	L [Preparations]	Decreased Histamine Activity
29439	medrysone	Lipoxygenase Inhibitors|Corticosteroid Hormone Receptor Agonists|Glucocorticoid Receptor Agonists	Corticosteroid|M [Preparations]	Decreased Leukotriene Activity|Decreased Prostaglandin Activity|Decreased Thromboxane Activity
31563	nedocromil	Biological Response Modifiers	Mast Cell Stabilizer|N [Preparations]	Decreased Histamine Release
11404	ketotifen fumarate	Histamine H1 Receptor Antagonists	K [Preparations]	Decreased Histamine Activity
6146	ketotifen	Histamine H1 Receptor Antagonists	Histamine-1 Receptor Inhibitor|K [Preparations]	Decreased Histamine Activity
1862579	rucaparib	Poly(ADP-Ribose) Polymerase Inhibitors	R [Preparations]|Poly(ADP-Ribose) Polymerase Inhibitor	Cellular Growth Phase Reduction|Decreased DNA Integrity|Decreased Reverse Transcription to DNA
5657	ifosfamide	Alkylating Activity	Alkylating Drug|I [Preparations]	Decreased DNA Integrity|Decreased DNA Replication
1918231	niraparib	Poly(ADP-Ribose) Polymerase Inhibitors	N [Preparations]|Poly(ADP-Ribose) Polymerase Inhibitor	DNA Alteration|Increased Cellular Death
1597582	olaparib	Poly(ADP-Ribose) Polymerase Inhibitors	O [Preparations]|Poly(ADP-Ribose) Polymerase Inhibitor	Cellular Growth Phase Reduction|Decreased DNA Integrity|Decreased Reverse Transcription to DNA
486610	paclitaxel protein-bound	Immunologic Adjuvants|beta Tubulin Interactions	P [Preparations]	Decreased Mitosis
5296	altretamine	Alkylating Activity|Nucleic Acid Synthesis Inhibitors	A [Preparations]	Decreased DNA Integrity|Decreased RNA Integrity
253337	bevacizumab	Vascular Endothelial Growth Factor-directed Antibody Interactions|Vascular Endothelial Growth Factor Receptor Inhibitors|Vascular Endothelial Growth Factor Inhibitors	B [Preparations]|Vascular Endothelial Growth Factor Inhibitor	Vascular Growth Decrease
1299922	docetaxel anhydrous	Protein Synthesis Inhibitors|Tubulin Interactions	Microtubule Inhibitor|D [Preparations]	Microtubule Inhibition|Decreased DNA Integrity|Decreased Mitosis|Decreased Meiosis|Decreased Protein Synthesis|Decreased RNA Integrity
236234	gemcitabine hydrochloride	Nucleic Acid Synthesis Inhibitors|Nucleoside Synthesis Inhibitors	G [Preparations]	Decreased DNA Integrity|Increased Cellular Death
114527	vinorelbine tartrate	Nucleic Acid Synthesis Inhibitors|Tubulin Interactions	V [Preparations]	Cellular Growth Phase Arrest|Decreased Mitosis|Increased Cellular Death
2346	chlorambucil	Alkylating Activity	Alkylating Drug|C [Preparations]	Decreased DNA Integrity|Decreased DNA Replication
72962	docetaxel	Protein Synthesis Inhibitors|Tubulin Interactions	D [Preparations]	Microtubule Inhibition|Decreased DNA Integrity|Decreased Mitosis|Decreased Meiosis|Decreased Protein Synthesis|Decreased RNA Integrity
39541	vinorelbine	Nucleic Acid Synthesis Inhibitors|Tubulin Interactions	Vinca Alkaloid|V [Preparations]	Cellular Growth Phase Arrest|Decreased Mitosis|Increased Cellular Death
56946	paclitaxel	Immunologic Adjuvants|beta Tubulin Interactions	Microtubule Inhibitor|P [Preparations]	Microtubule Inhibition|Decreased Mitosis
12574	gemcitabine	Nucleic Acid Synthesis Inhibitors|Nucleoside Synthesis Inhibitors	Nucleoside Metabolic Inhibitor|G [Preparations]	Decreased DNA Integrity|Increased Cellular Death
2627648	bevacizumab-adcd	Vascular Endothelial Growth Factor-directed Antibody Interactions|Vascular Endothelial Growth Factor Receptor Inhibitors|Vascular Endothelial Growth Factor Inhibitors	B [Preparations]	Vascular Growth Decrease
2599041	bevacizumab-maly	Vascular Endothelial Growth Factor-directed Antibody Interactions|Vascular Endothelial Growth Factor Receptor Inhibitors|Vascular Endothelial Growth Factor Inhibitors	B [Preparations]	Vascular Growth Decrease
2268037	bevacizumab-bvzr	Vascular Endothelial Growth Factor-directed Antibody Interactions|Vascular Endothelial Growth Factor Receptor Inhibitors	B [Preparations]	Vascular Growth Decrease
2640208	niraparib tosylate monohydrate	Poly(ADP-Ribose) Polymerase Inhibitors	N [Preparations]	DNA Alteration|Increased Cellular Death
1862578	rucaparib camsylate	Poly(ADP-Ribose) Polymerase Inhibitors	R [Preparations]	Cellular Growth Phase Reduction|Decreased DNA Integrity|Decreased Reverse Transcription to DNA
2046138	bevacizumab-awwb	Vascular Endothelial Growth Factor-directed Antibody Interactions|Vascular Endothelial Growth Factor Receptor Inhibitors	B [Preparations]	Vascular Growth Decrease
2637447	niraparib tosylate	Poly(ADP-Ribose) Polymerase Inhibitors	N [Preparations]	DNA Alteration|Increased Cellular Death
221165	standardized enzyme lactase	Unknown Cellular or Molecular Interaction	S [Preparations]	Unknown Physiological Effect
41397	lactase	Unknown Cellular or Molecular Interaction	L [Preparations]	Unknown Physiological Effect
618365	synthetic conjugated estrogens, B	Estrogen Receptor Agonists	S [Preparations]	Bone Formation Stimulation|Pituitary Gland Activity Alteration|Vaginal Function Alteration
405416	estradiol acetate	Estrogen Receptor Agonists	E [Preparations]	Bone Formation Stimulation|Gonadotropin Releasing Hormone Alteration|Vaginal Function Alteration
236859	estradiol hemihydrate	Estrogen Receptor Agonists	E [Preparations]	Bone Formation Stimulation|Gonadotropin Releasing Hormone Alteration|Vaginal Function Alteration
253166	synthetic conjugated estrogens, A	Estrogen Receptor Agonists	S [Preparations]	Bone Formation Stimulation|Pituitary Gland Activity Alteration|Vaginal Function Alteration
4083	estradiol	Estrogen Receptor Agonists	Estrogen|E [Preparations]	Bone Formation Stimulation|Gonadotropin Releasing Hormone Alteration|Vaginal Function Alteration
4099	estrogens, conjugated (USP)	Estrogen Receptor Agonists	Estrogen|E [Preparations]	Bone Formation Stimulation|Gonadotropin Releasing Hormone Alteration|Pituitary Gland Activity Alteration|Vaginal Function Alteration
4100	estrogens	Estrogen Receptor Agonists	E [Preparations]	Bone Formation Stimulation|Pituitary Gland Activity Alteration|Vaginal Function Alteration
4103	estrone	Estrogen Receptor Agonists	E [Preparations]	Bone Formation Stimulation|Decreased Follicle Stimulating Hormone Secretion|Decreased Luteinizing Hormone Secretion|Vaginal Function Alteration
4124	ethinyl estradiol	Estrogen Receptor Agonists	Estrogen|E [Preparations]	Bone Formation Stimulation|Decreased Embryonic Implantation|Vaginal Function Alteration|Inhibit Ovulation
214549	estrogens, esterified (USP)	Estrogen Receptor Agonists	E [Preparations]	Bone Formation Stimulation|Pituitary Gland Activity Alteration|Vaginal Function Alteration
91428	sodium estrone sulfate	Estrogen Receptor Agonists	S [Preparations]	Bone Formation Stimulation|Decreased Follicle Stimulating Hormone Secretion|Decreased Luteinizing Hormone Secretion|Vaginal Function Alteration
60661	estradiol 3-benzoate	Estrogen Receptor Agonists	E [Preparations]	Bone Formation Stimulation|Gonadotropin Releasing Hormone Alteration|Vaginal Function Alteration
1000146	estradiol cypionate	Estrogen Receptor Agonists	E [Preparations]	Bone Formation Stimulation|Gonadotropin Releasing Hormone Alteration|Vaginal Function Alteration
24395	estradiol valerate	Estrogen Receptor Agonists	E [Preparations]	Bone Formation Stimulation|Gonadotropin Releasing Hormone Alteration|Vaginal Function Alteration
33747	estropipate	Estrogen Receptor Agonists	E [Preparations]	Bone Formation Stimulation|Pituitary Gland Activity Alteration|Vaginal Function Alteration
34119	polyestradiol	Estrogen Receptor Agonists	P [Preparations]	Bone Formation Stimulation|Vaginal Function Alteration
34120	polyestradiol phosphate	Estrogen Receptor Agonists	P [Preparations]	Bone Formation Stimulation|Vaginal Function Alteration
6693	mefenamic acid	Cyclooxygenase Inhibitors	Nonsteroidal Anti-inflammatory Drug|M [Preparations]	Decreased Platelet Activating Factor Production|Decreased Prostaglandin Production|Decreased Thromboxane Production
N0000175795	Narcotic Antitussive			
N0000175796	Non-narcotic Antitussive			
539765	dextromethorphan hydroiodide	Uncompetitive NMDA Receptor Antagonists|Sigma-1 Receptor Agonists|Serotonin Uptake Inhibitors	D [Preparations]	Decreased Medullary Respiratory Drive
1115966	codeine hydrochloride	Full Opioid Agonists	C [Preparations]	Analgesia|Decreased Medullary Respiratory Drive|Decreased Organized Electrical Activity
360375	fenugreek seed preparation	Unknown Cellular or Molecular Interaction	F [Preparations]	Increased GI Motility
282436	fenugreek seed meal	Unknown Cellular or Molecular Interaction	F [Preparations]	Increased GI Motility
2104181	cloperastine hydrochloride		C [Preparations]	
283547	carbetapentane citrate	Receptor Interactions	C [Preparations]	Medullary Respiratory Center Activity Alteration
236236	codeine camsyl	Full Opioid Agonists	C [Preparations]	Analgesia|Decreased Medullary Respiratory Drive|Decreased Organized Electrical Activity
259262	dextromethorphan tannate	Uncompetitive NMDA Receptor Antagonists|Sigma-1 Receptor Agonists|Serotonin Uptake Inhibitors	D [Preparations]	Decreased Medullary Respiratory Drive
267251	dextromethorphan hydrochloride	Uncompetitive NMDA Receptor Antagonists|Sigma-1 Receptor Agonists|Serotonin Uptake Inhibitors	D [Preparations]	Decreased Medullary Respiratory Drive
221070	carbetapentane tannate	Receptor Interactions	C [Preparations]	Medullary Respiratory Center Activity Alteration
3289	dextromethorphan	Uncompetitive NMDA Receptor Antagonists|Sigma-1 Receptor Agonists|Serotonin Uptake Inhibitors	Uncompetitive N-methyl-D-aspartate Receptor Antagonist|Sigma-1 Agonist|D [Preparations]	Decreased Medullary Respiratory Drive
235412	codeine polistirex	Full Opioid Agonists	C [Preparations]	Analgesia|Decreased Medullary Respiratory Drive|Decreased Organized Electrical Activity
236131	codeine anhyd	Full Opioid Agonists	C [Preparations]	Analgesia|Decreased Medullary Respiratory Drive|Decreased Organized Electrical Activity
236146	dextromethorphan polistirex	Uncompetitive NMDA Receptor Antagonists|Sigma-1 Receptor Agonists|Serotonin Uptake Inhibitors	D [Preparations]	Decreased Medullary Respiratory Drive
133053	caramiphen edisylate	Receptor Interactions	C [Preparations]	Medullary Respiratory Center Activity Alteration
102490	dextromethorphan hydrobromide	Uncompetitive NMDA Receptor Antagonists|Sigma-1 Receptor Agonists|Serotonin Uptake Inhibitors	D [Preparations]	Decreased Medullary Respiratory Drive
104966	dihydrocodeine bitartrate	Full Opioid Agonists	D [Preparations]	Analgesia|Decreased Organized Electrical Activity
2653	cocaine	Dopamine Uptake Inhibitors|Sodium Channel Interactions	C [Preparations]	Decreased Sympathetic Norepinephrine Activity|Systemic Venous Vasoconstriction
2670	codeine	Full Opioid Agonists	C [Preparations]	Analgesia|Decreased Medullary Respiratory Drive|Decreased Organized Electrical Activity
2672	codeine phosphate	Full Opioid Agonists	C [Preparations]	Analgesia|Decreased Organized Electrical Activity|Decreased Medullary Respiratory Drive
81985	cocaine hydrochloride	Dopamine Uptake Inhibitors|Sodium Channel Interactions	C [Preparations]	Decreased Sympathetic Norepinephrine Activity|Systemic Venous Vasoconstriction
91104	codeine sulfate	Full Opioid Agonists	C [Preparations]	Analgesia|Decreased Medullary Respiratory Drive|Decreased Organized Electrical Activity
91275	potassium guaiacolsulfonate		P [Preparations]	Increased Respiratory Secretions
